CO      27      9      1     4     p   -4.237   1.1740   0.0000   1.0000   0.0000 
CO      27      9      2     3     d  -17.770   5.9960   2.4760   0.4860   0.6590 
NI      28      10     1     4     s   -7.532   1.4730   0.0000   1.0000   0.0000 
NI      28      10     1     4     p   -4.284   1.2030   0.0000   1.0000   0.0000 
NI      28      10     2     3     d  -18.969   6.3390   2.6250   0.4860   0.6580 
CU      29      11     1     4     s   -7.755   1.5150   0.0000   1.0000   0.0000 
CU      29      11     1     4     p   -4.331   1.2320   0.0000   1.0000   0.0000 
CU      29      11     2     3     d  -20.188   6.6760   2.7680   0.4870   0.6570 
ZN      30      12     1     4     s   -7.960   1.5530   0.0000   1.0000   0.0000 
ZN      30      12     1     4     p   -4.361   1.2510   0.0000   1.0000   0.0000 
ZN      30      12     2     3     d  -21.294   7.0150   2.9110   0.4870   0.6560
GA      31      3      1     4     s  -11.554   1.8080   0.0000   1.0000   0.0000 
GA      31      3      1     4     p   -5.674   1.3140   0.0000   1.0000   0.0000 
GE      32      4      1     4     s  -15.158   2.0240   0.0000   1.0000   0.0000 
GE      32      4      1     4     p   -7.329   1.5500   0.0000   1.0000   0.0000 
AS      33      5      1     4     s  -18.916   2.2220   0.0000   1.0000   0.0000 
AS      33      5      1     4     p   -8.984   1.7570   0.0000   1.0000   0.0000 
SE      34      6      1     4     s  -22.862   2.4090   0.0000   1.0000   0.0000 
SE      34      6      1     4     p  -10.681   1.9490   0.0000   1.0000   0.0000 
BR      35      7      1     4     s  -27.013   2.5880   0.0000   1.0000   0.0000 
BR      35      7      1     4     p  -12.438   2.1310   0.0000   1.0000   0.0000 
KR      36      8      1     4     s  -31.373   2.7620   0.0000   1.0000   0.0000 
KR      36      8      1     4     p  -14.264   2.3060   0.0000   1.0000   0.0000 
RB      37      1      1     5     s   -3.752   0.9770   0.0000   1.0000   0.0000 
RB      37      1      1     5     p   -2.452   0.7740   0.0000   1.0000   0.0000 
RB      37      1      1     4     d   -1.636   0.5230   0.0000   1.0000   0.0000
SR      38      2      1     5     s   -4.856   1.1870   0.0000   1.0000   0.0000 
SR      38      2      1     5     p   -3.299   1.0000   0.0000   1.0000   0.0000 
SR      38      2      1     4     d   -3.179   1.6940   0.0000   1.0000   0.0000 
Y       39      3      1     5     s   -5.337   1.2790   0.0000   1.0000   0.0000 
Y       39      3      1     5     p   -3.515   1.0790   0.0000   1.0000   0.0000 
Y       39      3      2     4     d   -6.799   2.5540   1.0680   0.6020   0.5780 
ZR      40      4      1     5     s   -5.735   1.3600   0.0000   1.0000   0.0000 
ZR      40      4      1     5     p   -3.694   1.1510   0.0000   1.0000   0.0000 
ZR      40      4      2     4     d   -8.461   2.7690   1.2240   0.6500   0.5080 
NB      41      5      1     5     s   -5.923   1.4030   0.0000   1.0000   0.0000 
NB      41      5      1     5     p   -3.757   1.1860   0.0000   1.0000   0.0000 
NB      41      5      2     4     d  -10.001   2.9550   1.3330   0.6860   0.4620 
MO      42      6      1     5     s   -6.112   1.4460   0.0000   1.0000   0.0000 
MO      42      6      1     5     p   -3.819   1.2210   0.0000   1.0000   0.0000 
MO      42      6      2     4     d  -11.541   3.1260   1.4080   0.7170   0.4260 
TC      43      7      1     5     s   -6.300   1.4900   0.0000   1.0000   0.0000 
TC      43      7      1     5     p   -3.882   1.2560   0.0000   1.0000   0.0000 
TC      43      7      2     4     d  -13.080   3.2930   1.4680   0.7430   0.3990 
RU      44      8      1     5     s   -6.488   1.5330   0.0000   1.0000   0.0000 
RU      44      8      1     5     p   -3.945   1.2910   0.0000   1.0000   0.0000 
RU      44      8      2     4     d  -14.620   3.4290   1.4530   0.7800   0.3680 
RH      45      9      1     5     s   -6.677   1.5760   0.0000   1.0000   0.0000 
RH      45      9      1     5     p   -4.008   1.3260   0.0000   1.0000   0.0000 
RH      45      9      2     4     d  -16.160   3.5770   1.4520   0.8050   0.3480 
PD      46     10      1     5     s   -6.865   1.6190   0.0000   1.0000   0.0000 
PD      46     10      1     5     p   -4.070   1.3620   0.0000   1.0000   0.0000 
PD      46     10      2     4     d  -17.700   3.7460   1.5010   0.8150   0.3380 
AG      47     11      1     5     s   -7.054   1.6620   0.0000   1.0000   0.0000 
AG      47     11      1     5     p   -4.133   1.3970   0.0000   1.0000   0.0000 
AG      47     11      2     4     d  -19.240   3.9120   1.5450   0.8250   0.3290 
CD      48     12      1     5     s   -7.242   1.7060   0.0000   1.0000   0.0000 
CD      48     12      1     5     p   -4.196   1.4320   0.0000   1.0000   0.0000 
CD      48     12      2     4     d  -20.780   4.0940   1.6400   0.8240   0.3250 
IN      49     3       1     5     s  -10.141   1.9340   0.0000   1.0000   0.0000 
IN      49     3       1     5     p   -5.368   1.4560   0.0000   1.0000   0.0000 
SN      50     4       1     5     s  -13.043   2.1290   0.0000   1.0000   0.0000 
SN      50     4       1     5     p   -6.764   1.6740   0.0000   1.0000   0.0000 
SB      51     5       1     5     s  -16.026   2.3050   0.0000   1.0000   0.0000 
SB      51     5       1     5     p   -8.143   1.8630   0.0000   1.0000   0.0000 
TE      52     6       1     5     s  -19.122   2.4700   0.0000   1.0000   0.0000 
TE      52     6       1     5     p   -9.540   2.0360   0.0000   1.0000   0.0000 
I       53     7       1     5     s  -22.344   2.6260   0.0000   1.0000   0.0000 
I       53     7       1     5     p  -10.971   2.1980   0.0000   1.0000   0.0000 
XE      54     8       1     5     s  -25.699   2.7760   0.0000   1.0000   0.0000 
XE      54     8       1     5     p  -12.444   2.3520   0.0000   1.0000   0.0000 
CS      55     1       1     6     s   -3.365   1.0310   0.0000   1.0000   0.0000 
CS      55     1       1     6     p   -2.286   0.8450   0.0000   1.0000   0.0000
CS      55     1       1     5     d   -1.844   0.9060   0.0000   1.0000   0.0000 
BA      56     2       1     6     s   -4.287   1.2360   0.0000   1.0000   0.0000 
BA      56     2       1     6     p   -3.063   1.0710   0.0000   1.0000   0.0000 
BA      56     2       1     5     d   -4.143   1.9600   0.0000   1.0000   0.0000 
LA      57     3       1     6     s   -4.637   1.3180   0.0000   1.0000   0.0000 
LA      57     3       1     6     p   -3.233   1.1420   0.0000   1.0000   0.0000 
LA      57     3       2     5     d   -7.316   3.1530   1.3380   0.5940   0.6120 
CE      58     4       1     6     s   -4.697   1.3350   0.0000   1.0000   0.0000 
CE      58     4       1     6     p   -3.261   1.1570   0.0000   1.0000   0.0000 
CE      58     4       1     5     d   -7.359   2.0270   0.0000   1.0000   0.0000 
CE      58     4       1     4     f  -11.950   4.2200   0,0000   1.0000   0.0000 
PR      59     5       1     6     s   -4.466   1.2880   0.0000   1.0000   0.0000 
PR      59     5       1     6     p   -3.290   1.1270   0.0000   1.0000   0.0000 
PR      59     5       1     5     d   -7.376   2.0550   0.0000   1.0000   0.0000 
PR      59     5       1     4     f  -12.940   4.4150   0.0000   1.0000   0.0000 
ND      60     6       1     6     s   -4.518   1.3030   0.0000   1.0000   0.0000 
ND      60     6       1     6     p   -3.318   1.1870   0.0000   1.0000   0.0000 
ND      60     6       1     5     d   -7.373   2.0800   0.0000   1.0000   0.0000 
ND      60     6       1     4     f  -13.892   4.6190   0.0000   1.0000   0.0000 
PM      61     7       1     6     s   -4.586   1.3170   0.0000   1.0000   0.0000 
PM      61     7       1     6     p   -3.346   1.2010   0.0000   1.0000   0.0000 
PM      61     7       1     5     d   -7.353   2.1030   0.0000   1.0000   0.0000 
PM      61     7       1     4     f  -14.901   4.8100   0.0000   1.0000   0.0000 
SM      62     8       1     6     s   -4.616   1.3310   0.0000   1.0000   0.0000 
SM      62     8       1     6     p   -3.375   1.2160   0.0000   1.0000   0.0000 
SM      62     8       1     5     d   -7.320   2.1220   0.0000   1.0000   0.0000 
SM      62     8       1     4     f  -15.719   4.9910   0.0000   1.0000   0.0000 
EU      63     9       1     6     s   -4.663   1.3450   0.0000   1.0000   0.0000 
EU      63     9       1     6     p   -3.403   1.2310   0.0000   1.0000   0.0000 
EU      63     9       1     5     d   -7.276   2.1400   0.0000   1.0000   0.0000 
EU      63     9       1     4     f  -16.451   5.1650   0.0000   1.0000   0.0000 
GD      64     10      1     6     s   -5.033   1.4270   0.0000   1.0000   0.0000 
GD      64     10      1     6     p   -3.431   1.2460   0.0000   1.0000   0.0000 
GD      64     10      1     5     d   -7.220   2.1550   0.0000   1.0000   0.0000 
GD      64     10      1     4     f  -17.079   5.3300   0.0000   1.0000   0.0000 
TB      65     11      1     6     s   -4.753   1.3710   0.0000   1.0000   0.0000 
TB      65     11      1     6     p   -3.460   1.2610   0.0000   1.0000   0.0000 
TB      65     11      1     5     d   -7.156   2.1690   0.0000   1.0000   0.0000 
TB      65     11      1     4     f  -17.707   5.4950   0.0000   1.0000   0.0000 
DY      66     12      1     6     s   -4.797   1.3830   0.0000   1.0000   0.0000 
DY      66     12      1     6     p   -3.488   1.2760   0.0000   1.0000   0.0000 
DY      66     12      1     5     d   -7.084   2.1810   0.0000   1.0000   0.0000 
DY      66     12      1     4     f  -18.246   5.6540   0.0000   1.0000   0.0000 
HO      67     13      1     6     s   -4.840   1.3960   0.0000   1.0000   0.0000 
HO      67     13      1     6     p   -3.516   1.2910   0.0000   1.0000   0.0000 
HO      67     13      1     5     d   -7.004   2.1900   0.0000   1.0000   0.0000 
HO      67     13      1     4     f  -18.733   5.8080   0.0000   1.0000   0.0000 
ER      68     14      1     6     s   -4.882   1.4080   0.0000   1.0000   0.0000 
ER      68     14      1     6     p   -3.545   1.3060   0.0000   1.0000   0.0000 
ER      68     14      1     5     d   -6.917   2.1990   0.0000   1.0000   0.0000 
ER      68     14      1     4     f  -19.174   5.9600   0.0000   1.0000   0.0000 
TM      69     15      1     6     s   -4.924   1.4200   0.0000   1.0000   0.0000 
TM      69     15      1     6     p   -3.573   1.3200   0.0000   1.0000   0.0000 
TM      69     15      1     5     d   -6.824   2.2050   0.0000   1.0000   0.0000 
TM      69     15      1     4     f  -19.571   6.1090   0.0000   1.0000   0.0000 
YB      70     16      1     6     s   -4.965   1.4320   0.0000   1.0000   0.0000 
YB      70     16      1     6     p   -3.601   1.3350   0.0000   1.0000   0.0000 
YB      70     16      1     5     d   -6.726   2.2100   0.0000   1.0000   0.0000 
YB      70     16      1     4     f  -19.929   6.2560   0.0000   1.0000   0.0000 
LU      71     17      1     6     s   -5.411   1.5260   0.0000   1.0000   0.0000 
LU      71     17      1     6     p   -3.630   1.3500   0.0000   1.0000   0.0000 
LU      71     17      1     5     d   -6.622   2.2130   0.0000   1.0000   0.0000 
LU      71     17      1     4     f  -20.313   6.4040   0.0000   1.0000   0.0000 
HF      72     4       1     6     s   -5.725   1.5980   0.0000   1.0000   0.0000 
HF      72     4       1     6     p   -3.658   1.3650   0.0000   1.0000   0.0000 
HF      72     4       2     5     d   -8.141   3.3370   1.5050   0.6370   0.5460 
TA      73     5       1     6     s   -5.979   1.6580   0.0000   1.0000   0.0000 
TA      73     5       1     6     p   -3.757   1.4170   0.0000   1.0000   0.0000 
TA      73     5       2     5     d   -9.569   3.4780   1.6060   0.6740   0.4960 
W       74     6       1     6     s   -6.196   1.7110   0.0000   1.0000   0.0000 
W       74     6       1     6     p   -3.836   1.4630   0.0000   1.0000   0.0000 
W       74     6       2     5     d  -10.963   3.6090   1.6830   0.7050   0.4560 
RE      75     7       1     6     s   -6.386   1.7600   0.0000   1.0000   0.0000 
RE      75     7       1     6     p   -3.902   1.5030   0.0000   1.0000   0.0000 
RE      75     7       2     5     d  -12.348   3.7340   1.7420   0.7320   0.4240 
OS      76     8       1     6     s   -6.556   1.8040   0.0000   1.0000   0.0000 
OS      76     8       1     6     p   -3.958   1.5400   0.0000   1.0000   0.0000 
OS      76     8       2     5     d  -13.737   3.8510   1.7820   0.7580   0.3950 
IR      77     9       1     6     s   -6.710   1.8450   0.0000   1.0000   0.0000 
IR      77     9       1     6     p   -4.006   1.5740   0.0000   1.0000   0.0000 
IR      77     9       2     5     d  -15.136   3.9680   1.8130   0.7800   0.3710 
PT      78     10      1     6     s   -6.875   1.8880   0.0000   1.0000   0.0000 
PT      78     10      1     6     p   -4.034   1.5930   0.0000   1.0000   0.0000 
PT      78     10      2     5     d  -16.528   4.0840   1.8400   0.7980   0.3520 
AU      79     11      1     6     s   -7.037   1.9310   0.0000   1.0000   0.0000 
AU      79     11      1     6     p   -4.068   1.6150   0.0000   1.0000   0.0000 
AU      79     11      2     5     d  -17.922   4.2000   1.8610   0.8140   0.3360 
HG      80     12      1     6     s   -7.104   1.9530   0.0000   1.0000   0.0000 
HG      80     12      1     6     p   -4.117   1.6600   0.0000   1.0000   0.0000 
HG      80     12      2     5     d  -19.434   4.3530   1.9790   0.8100   0.3320 
TL      81     3       1     6     s   -9.827   2.1910   0.0000   1.0000   0.0000 
TL      81     3       1     6     p   -5.235   1.6560   0.0000   1.0000   0.0000 
PB      82     4       1     6     s  -12.486   2.3860   0.0000   1.0000   0.0000 
PB      82     4       1     6     p   -6.527   1.8800   0.0000   1.0000   0.0000 
BI      83     5       1     6     s  -15.189   2.5600   0.0000   1.0000   0.0000 
BI      83     5       1     6     p   -7.788   2.0720   0.0000   1.0000   0.0000 
PO      84     6       1     6     s  -17.965   2.7200   0.0000   1.0000   0.0000 
PO      84     6       1     6     p   -9.053   2.2450   0.0000   1.0000   0.0000 
AT      85     7       1     6     s  -20.827   2.8700   0.0000   1.0000   0.0000 
AT      85     7       1     6     p  -10.337   2.4500   0.0000   1.0000   0.0000 
RN      86     8       1     6     s  -23.783   3.0140   0.0000   1.0000   0.0000 
RN      86     8       1     6     p  -11.647   2.5560   0.0000   1.0000   0.0000 
FR      87     1       1     7     s   -3.209   1.1310   0.0000   1.0000   0.0000 
FR      87     1       1     7     p   -2.205   0.9390   0.0000   1.0000   0.0000
FR      87     1       1     6     d   -1.931   1.2580   0.0000   1.0000   0.0000 
RA      88     2       1     7     s   -4.048   1.3460   0.0000   1.0000   0.0000 
RA      88     2       1     7     p   -2.934   1.1770   0.0000   1.0000   0.0000
RA      88     2       1     6     d   -4.108   2.1130   0.0000   1.0000   0.0000 
AC      89     3       1     7     s   -4.381   1.4330   0.0000   1.0000   0.0000 
AC      89     3       1     7     p   -3.098   1.2530   0.0000   1.0000   0.0000 
AC      89     3       1     6     d   -6.843   2.1200   0.0000   1.0000   0.0000  
TH      90     4       1     7     s   -5.310   1.7420   0.0000   1.0000   0.0000 
TH      90     4       1     7     p   -3.345   1.2560   0.0000   1.0000   0.0000 
TH      90     4       2     6     d   -4.980   2.8110   1.5540   0.6240   0.5030 
TH      90     4       2     5     f   -6.030   5.4750   2.8630   0.5820   0.5480 
PA      91     5       1     7     s   -5.410   1.6990   0.0000   1.0000   0.0000 
PA      91     5       1     7     p   -3.375   1.2860   0.0000   1.0000   0.0000 
PA      91     5       2     6     d   -5.070   2.8940   1.5950   0.6170   0.5110 
PA      91     5       2     5     f   -7.630   5.6590   2.9910   0.5950   0.5310 
U       92     6       1     7     s   -5.510   1.7280   0.0000   1.0000   0.0000 
U       92     6       1     7     p   -3.406   1.3150   0.0000   1.0000   0.0000 
U       92     6       2     6     d   -5.100   2.9440   1.6110   0.6220   0.5090 
U       92     6       2     5     f   -9.045   5.8850   3.1350   0.5920   0.5300 
NP      93     7       1     7     s   -5.610   1.7560   0.0000   1.0000   0.0000 
NP      93     7       1     7     p   -3.436   1.3450   0.0000   1.0000   0.0000 
NP      93     7       2     6     d   -5.095   3.0170   1.6460   0.6160   0.5170 
NP      93     7       2     5     f  -10.350   3.2540   6.0680   0.5200   0.6010 
PU      94     8       1     7     s   -5.710   1.6810   0.0000   1.0000   0.0000 
PU      94     8       1     7     p   -3.467   1.3750   0.0000   1.0000   0.0000 
PU      94     8       2     6     d   -5.060   3.0850   1.6770   0.6090   0.5250 
PU      94     8       2     5     f  -11.585   3.3640   6.2410   0.5100   0.6090 
AM      95     9       1     7     s   -5.800   1.7040   0.0000   1.0000   0.0000 
AM      95     9       1     7     p   -3.497   1.4050   0.0000   1.0000   0.0000 
AM      95     9       2     6     d   -5.010   3.1690   1.7190   0.5960   0.5390
AM      95     9       2     5     f  -12.750   3.4570   6.3920   0.4960   0.6200
CM      96     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
CM      96     0       1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
CM      96     0       1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
CM      96     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
BK      97     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
BK      97     0       1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
BK      97     0       1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
BK      97     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
CF      98     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
CF      98     0       1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
CF      98     0       1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
CF      98     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
ES      99     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
ES      99     0       1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
ES      99     0       1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
ES      99     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
FM     100     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
FM     100     0       1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
FM     100     0       1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
FM     100     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
MD     101     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
MD     101     0       1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
MD     101     0       1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
MD     101     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
NO     102     0       1     7     s   -0.000   0.0000   0.0000   1.0000   0.0000 
NO     102      0      1     7     p   -0.000   0.0000   0.0000   1.0000   0.0000 
NO     102             1     6     d   -0.000   0.0000   0.0000   1.0000   0.0000 
NO     102     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
LR     103     0       1     7     s   -6.740   0.0000   0.0000   1.0000   0.0000 
LR     103     0       1     7     p   -6.740   0.0000   0.0000   1.0000   0.0000 
LR     103     0       1     6     d   -4.110   0.0000   0.0000   1.0000   0.0000 
LR     103     0       1     5     f   -0.000   0.0000   0.0000   1.0000   0.0000 
UNQ    104     0       1     7     s   -6.750   0.0000   0.0000   1.0000   0.0000 
UNQ    104      0      1     7     p   -6.750   0.0000   0.0000   1.0000   0.0000 
UNQ    104      0      1     6     d   -4.110   0.0000   0.0000   1.0000   0.0000 
UNQ    104      0      2     5     f  -10.620   4.9430   2.1060   0.7844   0.3908 
                      

